FIPS,2014 DR,2015 DR,2016 DR,2017 DR,2018 DR,2019 DR,2020 DR
37121,167.0,164.1,150.3,128.8,109.2,83.2,76.3
37123,74.9,70.9,65.3,54.9,45.4,30.4,28.2
37125,135.7,134.3,127.3,102.5,82.3,125.8,124.5
37127,114.9,107.8,92.3,83.5,72.4,86.8,79.2
37129,119.1,114.4,102.7,84.8,69.1,89.8,80.5
37131,1.6,1.4,15.6,14.8,15.0,7.4,8.8
37133,86.1,80.4,76.9,65.2,56.5,50.1,46.8
37135,46.8,43.9,42.1,36.9,32.2,98.5,90.9
37137,74.0,79.8,86.9,82.5,76.5,7.6,3.9
37139,141.5,136.6,130.8,118.4,95.4,55.4,55.4
37141,46.1,46.3,50.6,48.9,40.1,21.7,19.6
37143,40.2,37.8,36.1,29.9,25.2,23.9,15.6
37145,112.2,109.8,104.6,91.8,77.6,23.5,19.5
37147,94.0,89.4,82.9,72.1,62.1,120.4,102.3
37149,68.9,72.6,64.7,55.1,47.3,28.6,27.1
37151,79.8,76.1,71.5,63.2,53.7,33.7,31.0
37153,160.3,134.9,151.6,137.0,115.3,96.1,84.1
37155,141.1,140.1,129.7,114.0,103.1,61.7,58.0
37157,148.4,131.8,131.9,121.6,107.8,58.9,51.4
37159,96.4,90.3,80.8,72.6,63.4,56.3,53.8
37161,106.4,103.1,97.3,89.3,77.9,39.4,45.4
37163,95.4,92.8,87.2,77.7,65.4,34.8,31.2
37165,225.1,216.7,191.5,166.4,142.7,104.6,95.1
37167,139.1,128.3,111.1,100.8,86.9,33.3,35.2
37169,91.2,85.4,86.1,82.2,70.5,33.9,31.3
37171,191.5,181.6,164.0,140.6,122.2,61.4,68.8
37173,104.8,97.2,88.5,77.9,69.5,113.8,96.1
37175,115.8,106.2,98.9,86.8,74.6,40.9,39.8
37177,74.3,94.8,88.8,79.3,70.6,12.5,8.9
37179,76.6,73.2,67.9,60.4,51.7,26.0,22.9
37181,146.4,133.9,120.9,101.6,86.8,49.2,43.5
37183,61.3,58.6,54.5,47.4,41.1,38.9,37.2
37185,31.6,33.9,32.3,29.4,24.8,2.7,2.6
37187,103.2,98.7,87.1,86.8,84.8,41.1,29.1
37189,92.1,85.5,76.8,68.7,63.5,55.3,54.5
37191,88.8,80.2,78.6,71.1,59.0,41.9,40.5
37193,100.2,97.4,91.4,79.1,67.8,33.4,36.4
37195,105.7,98.6,90.7,81.8,72.1,34.0,32.9
37197,74.4,64.6,69.3,55.5,46.9,28.6,19.8
37199,111.6,109.4,98.7,84.9,74.0,35.7,28.7
38001,148.5,122.2,119.8,100.1,85.0,111.7,99.1
38003,76.7,66.8,63.6,53.8,51.0,38.6,34.7
38005,6.9,7.5,6.9,6.5,4.0,4.4,1.8
38007,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
38009,47.6,41.4,35.3,29.4,26.4,12.1,17.0
38011,41.7,54.2,55.2,52.2,40.8,27.7,12.9
38013,-9.0,-9.0,-9.0,-9.0,-9.0,4.5,1.1
38015,79.7,76.1,67.7,57.9,52.3,68.3,62.8
38017,42.7,36.4,30.9,24.8,20.8,40.1,36.0
38019,22.9,52.0,46.2,45.3,42.4,40.3,31.0
38021,79.7,74.4,66.3,63.1,51.6,35.3,32.2
38023,1.9,0.4,0.2,0.1,-9.0,3.9,3.8
38025,26.7,17.5,17.0,16.9,17.2,4.4,1.3
38027,108.1,95.9,81.0,74.5,77.3,0.6,0.2
38029,69.1,58.5,55.4,48.0,45.7,38.2,37.5
38031,107.2,118.3,106.4,87.9,82.1,85.8,79.2
38033,-9.0,-9.0,-9.0,-9.0,-9.0,4.8,6.1
38035,67.6,61.3,58.4,53.8,47.0,59.5,56.2
38037,0.6,0.3,0.5,0.3,-9.0,4.8,6.1
38039,-9.0,0.2,27.2,53.7,47.3,5.2,8.5
38041,24.1,20.9,20.9,23.1,17.9,0.9,1.4
38043,44.7,40.7,33.3,30.0,25.2,18.6,18.3
38045,39.7,34.4,38.5,31.7,33.2,6.2,7.5
38047,-9.0,0.3,0.4,-9.0,-9.0,13.7,-9.0
38049,0.7,0.8,17.9,19.7,20.1,6.5,5.8
38051,52.6,42.8,42.3,35.5,29.8,30.0,20.1
38053,58.3,41.9,33.5,34.6,37.6,12.1,12.0
38055,50.9,45.1,41.3,35.0,34.6,24.9,22.6
38057,73.6,71.4,68.1,62.0,53.4,42.6,32.5
38059,50.0,47.4,41.8,38.4,37.4,9.9,11.0
38061,14.8,12.1,10.9,10.7,8.1,2.5,2.2
38063,35.8,34.1,32.7,28.1,30.7,4.9,5.3
38065,-9.0,-9.0,-9.0,-9.0,-9.0,0.1,0.1
38067,69.5,66.0,54.1,51.6,45.3,42.3,39.1
38069,55.4,59.3,58.7,50.2,53.8,48.3,43.2
38071,142.1,130.3,120.4,109.7,100.5,66.3,63.8
38073,83.9,72.8,54.2,47.0,46.2,30.8,25.1
38075,20.7,18.5,27.2,24.5,23.6,0.0,-9.0
38077,43.2,35.6,34.7,27.9,25.0,26.9,23.0
38079,6.4,5.3,4.2,3.1,2.9,3.4,3.3
38081,1.6,1.1,0.1,0.1,-9.0,1.7,1.5
38083,-9.0,-9.0,-9.0,-9.0,-9.0,3.0,3.0
38085,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9.0
38087,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
38089,81.2,71.6,67.0,61.3,56.2,38.7,40.8
38091,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
38093,89.7,83.8,74.7,63.5,59.8,29.7,32.7
38095,-9.0,0.3,0.5,1.9,-9.0,11.7,14.0
38097,18.3,40.6,27.1,19.2,15.5,10.1,10.9
38099,61.0,57.8,43.9,39.5,33.7,19.8,14.4
38101,76.5,70.9,60.8,52.2,46.7,45.7,51.7
38103,3.5,2.1,77.9,64.9,57.1,53.1,51.3
38105,76.8,66.2,59.7,55.5,49.3,34.4,31.4
39001,91.8,88.3,83.9,78.6,69.0,39.7,32.9
39003,109.6,99.0,89.8,76.6,66.0,72.5,67.5
39005,51.9,49.1,45.1,37.1,30.2,19.3,18.5
39007,86.9,75.0,67.6,59.8,49.5,35.4,34.3
39009,96.2,91.4,83.2,69.6,58.1,48.6,44.9
39011,55.5,52.5,50.1,43.4,35.8,21.3,20.5
39013,118.2,103.1,88.3,76.6,63.0,43.7,23.5
39015,102.4,96.1,86.6,76.3,67.5,27.7,42.1
39017,93.4,85.1,77.0,65.8,54.9,43.9,41.3
39019,48.6,46.2,41.7,36.0,30.2,16.8,18.5
39021,81.9,74.7,70.3,62.4,55.7,12.9,12.0
39023,115.7,109.2,104.5,88.7,76.3,58.3,51.6
39025,100.2,88.0,82.3,72.8,62.6,22.0,25.9
39027,119.2,109.1,102.8,89.1,75.1,46.3,44.4
39029,99.0,92.4,84.2,69.3,57.2,23.9,19.9
39031,87.0,85.0,80.7,68.8,54.7,27.7,24.0
39033,104.6,96.7,87.5,76.4,67.1,45.1,46.1
39035,70.1,67.0,61.3,50.5,39.1,55.9,53.7
39037,58.5,57.7,52.1,43.9,39.1,18.3,25.2
39039,95.2,88.7,80.2,70.3,60.2,55.4,51.6
39041,62.0,58.3,54.6,48.2,41.6,29.7,28.7
39043,107.8,95.7,84.3,73.6,60.2,44.3,39.9
39045,86.2,80.3,73.5,62.9,54.6,51.5,48.5
39047,119.8,106.7,99.2,85.6,73.0,68.2,65.7
39049,88.5,80.2,72.0,59.6,50.1,65.7,60.4
39051,88.6,84.3,74.7,65.5,56.3,22.5,19.1
39053,126.6,109.4,87.5,69.0,54.2,54.8,53.3
39055,61.2,58.8,54.8,46.9,39.9,22.4,21.6
39057,91.1,83.5,74.4,61.9,51.3,50.9,50.1
39059,116.4,103.7,97.3,84.3,72.4,30.2,28.9
39061,86.4,78.6,72.2,62.3,52.6,74.9,69.3
39063,73.1,67.1,61.5,53.9,46.6,49.8,41.8
39065,82.8,71.8,69.2,59.7,51.2,11.5,19.3
39067,72.8,70.9,65.2,57.9,49.2,8.6,7.9
39069,66.1,61.8,54.5,49.5,41.6,11.7,13.8
39071,127.8,110.4,102.5,91.2,79.6,28.4,32.2
39073,108.4,103.3,94.2,77.9,67.3,22.8,19.9
39075,32.3,29.0,23.6,20.6,17.0,8.8,8.6
39077,114.9,105.2,97.0,82.1,68.9,57.0,38.3
39079,175.3,151.8,133.8,113.1,89.2,30.9,28.6
39081,138.7,121.8,111.9,95.0,80.1,78.1,76.7
39083,63.6,57.5,54.1,45.3,37.0,23.0,19.9
39085,85.0,80.5,74.8,62.4,51.5,43.1,38.6
39087,101.3,92.8,82.6,73.8,62.8,50.3,50.8
39089,76.6,72.2,65.8,56.3,47.9,22.9,21.2
39091,99.9,90.2,83.5,72.3,62.1,29.1,30.2
39093,86.1,79.9,74.0,60.6,50.1,32.5,31.1
39095,112.1,106.1,98.0,85.1,73.6,85.7,79.0
39097,78.1,75.9,73.0,65.5,56.6,23.8,23.1
39099,112.3,105.7,93.5,78.8,67.9,81.3,77.2
39101,115.9,109.2,102.8,91.7,83.0,83.9,73.6
39103,73.1,66.8,61.3,51.2,42.4,22.6,21.3
39105,84.1,72.1,64.1,51.9,41.9,9.3,8.0
39107,58.9,46.4,48.0,42.0,36.7,25.7,22.5
39109,80.5,74.0,68.0,59.8,47.7,26.0,25.3
39111,60.3,55.9,44.8,37.0,29.2,15.5,13.1
39113,111.8,103.5,92.9,76.9,63.2,72.5,69.6
39115,48.1,47.4,42.3,39.1,32.0,7.9,10.3
39117,59.2,56.1,50.7,45.3,40.0,8.5,6.4
39119,115.6,105.2,96.7,84.8,71.1,65.4,57.8
39121,30.0,25.6,23.2,18.9,15.9,7.9,7.3
39123,79.5,75.4,69.9,60.9,51.4,24.6,18.8
39125,48.4,41.8,37.7,30.9,24.1,15.6,14.1
39127,95.3,85.7,81.0,69.5,59.4,33.6,32.0
39129,84.6,78.3,71.3,61.8,51.5,31.4,30.5
39131,132.2,117.9,105.7,93.8,75.1,50.4,50.6
39133,67.9,65.2,61.0,51.5,43.1,26.4,23.3
39135,64.2,61.1,66.9,58.9,48.4,19.6,16.8
39137,43.5,43.4,40.6,33.9,29.1,17.1,15.9
39139,87.9,79.5,70.2,59.9,51.6,34.6,31.4
39141,116.5,106.0,93.4,76.7,65.6,59.6,63.8
39143,85.3,74.5,68.2,61.0,56.4,26.2,24.5
39145,124.5,113.7,105.5,92.0,78.8,72.7,71.1
39147,85.3,79.6,72.7,60.7,51.5,19.9,18.2
39149,84.8,77.0,71.4,60.5,53.1,22.6,21.2
39151,111.5,103.5,92.6,77.7,65.4,58.5,53.1
39153,91.4,86.1,76.6,62.4,51.8,59.3,53.5
39155,105.6,101.8,94.8,81.7,72.3,47.2,40.1
39157,88.9,80.8,75.1,65.2,53.1,57.3,55.7
39159,74.3,73.2,67.3,58.7,51.4,37.4,33.6
39161,81.4,71.8,67.4,56.5,47.6,31.3,28.9
39163,1.6,0.9,4.9,19.5,17.7,4.2,4.2
39165,76.4,70.6,64.1,54.9,47.3,30.7,27.5
39167,147.5,133.7,119.9,102.9,88.6,67.6,61.7
39169,70.0,64.7,57.0,48.1,40.7,26.9,24.6
39171,81.9,58.9,52.6,43.8,37.9,18.0,18.9
39173,55.5,51.8,47.1,43.1,38.0,31.6,30.1
39175,52.9,48.6,46.2,41.8,35.1,10.9,11.1
40001,58.5,70.9,66.9,65.9,58.0,70.1,62.2
40003,6.3,5.5,0.4,0.5,-9.0,5.5,5.8
40005,45.3,43.3,34.4,32.2,26.7,6.0,4.7
40007,-9.0,-9.0,-9.0,-9.0,-9.0,9.1,6.9
40009,123.5,117.4,123.3,94.4,86.4,43.9,43.0
40011,6.5,9.5,1.7,1.2,0.0,23.0,13.9
40013,148.8,154.4,145.8,126.6,109.6,62.8,56.7
40015,86.3,82.2,77.3,61.5,47.6,25.3,20.3
40017,101.1,96.5,87.5,80.4,74.1,22.2,21.2
40019,188.7,174.8,165.0,149.6,141.1,97.1,84.3
40021,116.1,107.9,103.8,98.9,97.2,52.3,45.8
40023,54.9,49.1,35.3,34.0,24.2,27.9,19.8
40025,82.6,77.3,54.2,35.2,33.3,16.9,15.9
40027,93.8,85.7,79.1,74.8,69.0,41.5,34.7
40029,61.4,108.9,95.3,74.9,70.7,52.4,57.3
40031,80.0,83.1,82.5,76.3,70.9,66.7,60.7
40033,8.7,8.0,1.2,0.7,-9.0,0.2,1.2
40035,122.2,108.1,105.7,100.1,83.9,26.0,19.2
40037,136.6,121.0,110.7,99.3,87.1,21.1,16.1
40039,113.6,109.2,104.4,93.4,85.5,33.8,21.3
40041,90.2,88.9,91.2,77.6,69.6,41.8,41.1
40043,6.5,4.3,17.3,12.6,8.3,8.3,6.8
40045,86.6,88.8,81.3,3.4,0.0,33.7,28.1
40047,97.2,96.9,97.4,93.0,87.2,64.2,58.8
40049,77.5,57.9,53.9,50.5,40.6,32.2,29.7
40051,61.9,55.7,54.0,55.6,50.0,27.9,25.1
40053,25.4,22.3,22.4,25.3,21.7,0.8,0.3
40055,59.3,47.4,30.0,36.2,15.8,22.5,16.0
40057,210.3,161.5,186.9,174.6,174.2,162.9,171.3
40059,10.5,12.4,1.0,0.8,-9.0,93.5,205.1
40061,121.6,112.4,97.3,93.0,87.6,44.6,43.3
40063,50.1,38.7,34.7,29.3,20.7,9.6,7.3
40065,128.9,104.3,101.6,92.4,91.3,47.2,42.6
40067,41.8,41.4,32.7,10.1,-9.0,14.2,23.3
40069,8.7,8.0,2.4,2.3,0.0,13.9,15.5
40071,102.6,94.2,90.5,81.8,76.4,39.8,42.2
40073,53.2,23.7,109.3,110.8,108.4,102.2,110.9
40075,49.3,47.1,41.2,32.8,29.9,31.7,20.1
40077,83.6,78.9,74.8,74.1,65.3,60.4,54.1
40079,92.8,98.3,89.4,80.6,71.0,44.2,38.2
40081,23.6,27.4,20.8,17.5,19.2,26.1,22.3
40083,53.8,54.6,50.9,45.5,32.6,14.3,7.0
40085,83.8,72.2,75.4,69.2,69.4,113.2,126.2
40087,151.4,143.7,137.5,126.1,109.9,27.8,25.4
40089,96.9,68.3,77.6,68.4,57.0,26.5,17.0
40091,73.8,71.2,66.9,62.4,54.4,15.5,10.7
40093,6.8,5.9,1.1,1.4,41.3,15.9,16.5
40095,51.7,47.7,58.5,72.6,61.9,15.3,18.3
40097,122.5,104.9,101.5,88.4,75.2,33.4,28.8
40099,175.9,164.1,154.3,130.3,121.7,55.8,51.2
40101,127.7,128.1,122.9,114.1,112.0,79.8,71.4
40103,21.6,18.6,13.4,6.4,0.0,4.4,4.1
40105,76.4,68.9,64.9,53.3,46.3,41.2,37.1
40107,6.0,9.7,1.3,0.8,0.0,3.8,4.5
40109,126.5,117.5,109.1,97.0,84.6,105.5,97.3
40111,110.0,105.1,97.1,89.3,74.1,17.3,14.7
40113,20.2,14.1,12.4,9.9,8.6,13.0,11.0
40115,115.7,101.1,88.9,83.7,73.4,38.4,33.4
40117,105.6,102.1,100.0,87.6,77.7,28.1,26.1
40119,111.5,103.5,102.3,86.9,76.7,41.8,39.8
40121,170.7,164.2,156.5,140.7,126.8,84.8,60.7
40123,128.3,120.5,116.5,105.9,102.3,64.9,56.7
40125,146.6,130.4,128.4,120.7,117.8,53.3,47.1
40127,9.7,8.3,1.6,29.5,38.4,7.0,7.0
40129,4.1,4.2,0.7,0.7,-9.0,6.8,9.9
40131,120.9,125.7,103.9,93.6,82.8,32.3,29.5
40133,73.8,74.0,65.4,60.1,61.4,25.6,26.2
40135,89.0,85.0,63.3,52.5,31.7,16.3,14.0
40137,123.8,132.5,132.0,122.7,127.8,71.0,52.8
40139,27.0,24.6,40.1,33.4,29.1,16.0,14.3
40141,110.5,93.4,96.9,88.3,95.8,68.7,65.0
40143,144.1,135.8,125.8,113.6,98.1,115.9,103.1
40145,77.3,68.5,63.2,57.9,49.4,13.5,13.1
40147,131.3,126.2,113.8,103.4,93.5,45.8,40.7
40149,2.6,3.4,0.5,0.4,-9.0,16.9,14.0
40151,43.5,35.2,26.2,24.4,20.9,16.0,9.6
40153,118.3,111.1,105.6,93.6,89.3,60.1,38.5
41001,147.2,140.8,129.8,109.0,94.6,71.3,68.4
41003,56.9,51.7,46.5,38.1,31.2,63.6,56.0
41005,86.9,83.1,74.4,63.8,56.8,34.7,31.0
41007,149.2,124.1,107.6,90.2,79.4,57.1,52.6
41009,84.3,77.9,68.9,63.2,55.9,24.4,24.7
41011,158.6,146.5,134.1,115.8,99.3,78.6,71.7
41013,119.1,110.0,98.1,83.4,73.7,34.9,35.9
41015,177.6,154.0,148.6,132.7,125.2,78.7,83.2
41017,102.1,95.0,86.3,74.4,67.4,57.9,53.1
41019,118.1,108.7,101.4,89.5,78.5,54.5,53.8
41021,103.6,104.3,101.0,75.4,70.7,27.5,22.5
41023,4.2,3.3,2.8,53.9,60.4,46.8,35.9
41025,124.7,114.5,101.2,85.6,79.9,57.2,46.4
41027,92.0,87.4,93.5,79.0,70.4,70.7,72.4
41029,124.5,114.4,106.5,94.3,85.7,90.0,82.8
41031,65.2,59.0,58.7,52.5,43.7,24.6,23.7
41033,141.9,131.2,119.7,103.9,94.8,50.2,47.1
41035,108.5,94.6,83.0,69.1,56.2,40.7,39.7
41037,129.0,117.9,103.7,89.0,67.1,46.7,44.4
41039,123.4,113.5,101.9,87.2,74.7,66.2,61.2
41041,153.3,135.9,114.8,97.4,82.6,42.1,38.1
41043,127.0,115.2,103.0,89.0,77.6,29.1,30.4
41045,171.4,158.8,148.6,137.4,118.5,92.7,84.4
41047,78.4,73.7,68.9,58.8,49.1,40.7,37.9
41049,20.4,17.9,19.0,32.3,28.9,23.5,16.9
41051,65.3,57.8,51.3,42.8,36.5,51.5,47.6
41053,67.1,60.6,51.9,48.0,42.3,22.5,20.9
41055,-9.0,-9.0,-9.0,-9.0,-9.0,22.3,5.1
41057,124.0,114.1,102.1,91.7,83.8,56.6,59.1
41059,109.9,103.3,96.0,79.1,64.8,34.2,31.5
41061,131.5,126.2,114.2,100.2,85.6,61.6,50.2
41063,111.6,94.8,85.5,77.5,70.9,52.3,51.3
41065,156.5,141.2,135.8,122.0,106.8,54.9,51.3
41067,60.1,55.3,50.5,43.9,38.5,37.4,35.2
41069,-9.0,-9.0,-9.0,-9.0,-9.0,57.5,50.9
41071,92.0,83.5,71.8,62.6,51.7,33.8,31.3
42001,52.6,51.5,45.9,37.6,32.2,26.4,23.2
42003,84.2,79.0,72.1,59.1,50.2,68.7,63.7
42005,83.9,81.0,74.0,74.6,63.6,28.9,26.8
42007,85.8,80.3,72.9,62.3,55.3,32.2,31.4
42009,75.1,69.1,66.6,55.5,42.9,19.8,19.5
42011,65.8,64.0,59.2,49.4,42.7,32.6,29.6
42013,115.7,111.3,105.5,89.6,75.6,76.0,64.9
42015,75.3,71.9,70.0,59.1,49.4,57.5,50.2
42017,75.3,70.8,66.4,57.1,51.9,41.1,38.9
42019,78.0,74.5,69.3,58.3,51.5,33.5,29.7
42021,109.2,103.9,98.7,85.7,74.2,61.1,54.0
42023,124.5,111.5,100.2,84.9,72.4,20.2,18.3
42025,83.3,79.8,74.0,60.6,50.0,29.0,25.5
42027,54.9,50.7,48.4,40.6,34.6,32.1,30.6
42029,57.3,55.0,50.8,44.1,38.8,30.5,28.8
42031,75.0,69.5,68.6,58.1,54.6,32.9,33.9
42033,92.1,84.4,75.7,62.2,53.2,49.8,46.4
42035,79.1,76.0,73.6,66.7,57.4,45.1,43.6
42037,89.6,86.1,80.7,70.2,62.2,52.7,43.7
42039,103.0,95.8,84.4,69.9,58.1,54.1,53.1
42041,79.6,75.3,69.4,56.2,48.1,41.7,38.2
42043,76.8,70.9,64.4,52.3,44.1,56.9,53.9
42045,82.2,77.4,70.6,57.8,47.9,45.3,41.4
42047,98.7,93.3,88.0,70.0,59.7,36.6,33.2
42049,93.2,87.5,79.5,66.6,58.3,60.1,56.9
42051,134.9,134.2,128.8,109.8,98.9,82.8,81.1
42053,42.7,41.0,41.5,39.1,35.6,3.2,2.8
42055,83.7,78.8,73.2,58.7,48.5,36.5,33.3
42057,12.7,12.0,13.8,61.4,55.7,20.6,15.6
42059,82.3,78.2,79.1,68.6,60.6,26.6,17.0
42061,69.5,64.6,59.9,49.6,43.1,20.6,15.9
42063,80.2,77.0,71.1,62.3,47.2,33.8,30.6
42065,86.3,80.9,73.2,63.8,54.1,28.8,27.8
42067,63.1,58.4,55.8,50.0,42.6,30.1,25.9
42069,123.4,117.3,112.1,98.5,83.7,72.9,65.3
42071,65.1,60.6,54.6,45.7,40.3,34.6,32.8
42073,114.2,102.5,92.4,78.5,65.1,52.8,41.3
42075,66.2,63.4,57.9,48.1,41.4,30.6,27.4
42077,53.7,51.2,48.0,39.8,35.0,46.4,39.9
42079,98.8,92.1,85.7,71.1,61.5,51.0,49.4
42081,100.1,93.7,86.3,73.1,64.7,54.9,50.4
42083,100.3,91.0,86.9,78.7,70.2,47.4,46.4
42085,124.2,120.1,109.2,92.3,77.6,72.6,70.7
42087,92.4,84.3,82.3,68.0,55.9,40.2,36.2
42089,87.9,82.8,75.9,65.4,56.7,32.2,30.0
42091,65.9,63.4,59.4,51.2,43.7,51.5,47.9
42093,87.8,81.8,78.0,66.3,59.0,298.4,260.7
42095,77.4,72.5,66.4,54.8,49.3,53.5,50.4
42097,106.4,104.5,95.2,82.3,67.3,37.7,35.5
42099,70.6,64.7,55.9,49.0,43.1,16.5,15.1
42101,80.0,75.8,67.6,54.7,44.2,49.9,43.2
42103,70.7,57.4,48.8,40.6,38.8,24.7,23.8
42105,74.1,66.9,63.0,56.3,48.9,35.7,35.7
42107,88.1,83.8,79.2,68.0,59.8,32.1,26.8
42109,76.4,69.1,65.9,55.9,48.1,37.8,34.9
42111,72.7,72.6,69.8,61.9,48.9,27.8,24.6
42113,51.5,48.0,44.6,38.9,30.4,12.7,12.1
42115,65.7,60.1,51.8,48.6,42.5,22.2,20.4
42117,79.4,80.8,75.4,62.5,52.6,33.5,33.0
42119,64.4,62.4,58.6,52.4,42.8,57.6,59.1
42121,96.0,90.4,80.7,67.1,58.3,50.5,48.8
42123,82.7,80.5,76.4,67.9,61.6,43.2,36.7
42125,83.6,79.8,72.2,59.5,52.7,36.6,41.1
42127,72.1,67.4,64.6,56.3,52.2,21.2,20.9
42129,83.6,79.2,74.1,63.7,55.8,44.0,36.9
42131,90.7,85.2,80.7,67.0,50.2,38.0,38.6
42133,72.3,68.1,62.5,51.6,43.9,39.0,37.3
44001,54.7,51.2,44.5,39.5,33.2,19.4,18.7
44003,87.8,78.5,71.7,62.9,54.4,52.0,46.3
44005,68.8,63.7,59.7,50.5,43.4,28.3,26.8
44007,70.6,63.7,58.1,48.5,40.0,41.6,37.8
44009,73.5,66.5,63.2,56.1,46.9,34.1,30.0
45001,63.8,62.7,58.0,52.4,47.1,32.4,30.0
45003,97.9,92.7,87.7,77.7,67.0,42.3,40.0
45005,63.8,56.4,55.0,47.2,41.2,43.5,44.5
45007,102.7,97.4,93.6,85.0,76.8,75.9,67.1
45009,101.4,106.3,101.1,92.6,77.9,43.2,46.6
45011,105.6,100.4,98.4,89.7,74.1,47.7,47.0
45013,70.7,68.3,65.0,59.7,54.0,47.1,45.4
45015,64.7,61.8,59.4,54.9,46.7,18.0,18.2
45017,1.5,3.9,11.3,8.7,7.9,5.9,6.3
45019,91.0,84.8,76.0,66.2,56.3,112.1,103.6
45021,126.8,115.6,115.8,106.1,93.0,58.9,51.2
45023,106.8,100.8,97.3,82.2,71.5,40.6,38.3
45025,100.1,89.9,86.9,80.2,68.9,25.5,26.7
45027,92.4,84.9,80.8,73.9,68.7,42.9,57.8
45029,134.5,134.3,125.8,115.2,104.3,51.4,46.4
45031,168.8,157.0,152.4,141.1,127.4,100.0,85.7
45033,151.1,137.9,127.2,114.5,97.0,60.4,51.2
45035,105.7,102.9,101.0,89.6,77.5,22.3,22.8
45037,47.7,59.0,63.1,54.4,46.2,16.7,16.3
45039,74.3,67.1,53.7,46.3,41.8,25.3,23.9
45041,147.5,140.9,136.2,122.4,107.4,135.1,125.0
45043,105.3,97.3,88.2,78.2,66.4,53.1,49.8
45045,104.0,96.6,91.6,80.2,69.3,72.6,67.6
45047,137.4,127.7,115.3,101.4,89.7,87.9,85.6
45049,106.9,108.7,104.9,91.6,80.6,27.0,25.5
45051,129.8,121.9,110.7,97.3,83.3,63.0,54.3
45053,69.5,62.1,68.3,59.9,50.7,19.7,16.9
45055,82.2,79.1,90.5,80.3,67.5,30.8,29.7
45057,104.3,91.3,82.6,72.7,63.7,32.7,30.3
45059,96.5,90.8,86.2,79.0,69.2,37.9,34.5
45061,36.8,37.4,43.1,38.4,37.5,12.7,13.2
45063,105.5,97.7,91.8,82.2,72.4,58.0,57.7
45065,2.4,2.4,2.3,2.3,0.0,10.8,11.8
45067,134.6,127.0,115.6,110.5,86.9,44.2,41.5
45069,113.9,112.9,106.5,99.5,91.8,26.6,18.7
45071,99.7,89.4,85.5,77.5,64.3,39.1,37.1
45073,141.1,126.1,115.9,110.4,94.0,61.3,56.4
45075,98.9,93.7,91.3,81.8,69.7,48.2,43.8
45077,114.8,109.4,107.2,95.6,84.4,71.1,74.9
45079,74.7,70.8,64.9,58.4,50.8,62.7,61.3
45081,56.2,56.4,53.8,42.5,35.2,12.3,11.8
45083,125.4,116.0,107.4,94.5,82.4,85.8,75.0
45085,81.4,82.1,76.5,70.6,61.1,41.6,45.6
45087,140.6,124.9,119.8,106.7,86.9,17.1,17.7
45089,98.4,88.0,75.5,72.2,63.2,18.4,18.8
45091,85.7,79.5,72.3,62.7,52.0,29.0,29.1
46003,-9.0,-9.0,-9.0,-9.0,-9.0,19.5,21.1
46005,79.5,72.1,65.7,58.2,54.1,43.3,36.7
46007,0.6,0.8,0.1,0.2,-9.0,3.5,4.0
46009,0.2,0.1,0.1,0.5,0.0,10.1,12.6
46011,53.5,51.5,42.7,42.2,34.5,27.5,19.8
46013,68.3,63.6,63.8,57.2,49.7,52.1,55.8
46015,94.4,1.9,83.8,77.5,67.2,55.4,52.1
46017,-9.0,-9.0,-9.0,-9.0,109.2,5.6,4.0
46019,29.6,25.7,26.5,25.7,-9.0,4.6,6.0
46021,-9.0,-9.0,-9.0,-9.0,-9.0,2.5,5.6
46023,30.8,33.1,34.6,38.5,37.0,29.0,22.1
46025,0.6,0.2,32.2,27.4,19.9,22.3,15.2
46027,48.8,44.5,47.4,45.0,40.1,27.7,25.6
46029,83.5,78.9,67.0,61.5,56.2,40.2,37.2
46031,-9.0,-9.0,-9.0,-9.0,-9.0,6.2,4.6
46033,49.1,45.4,40.7,33.6,33.3,21.6,29.9
46035,116.9,104.4,89.3,74.9,66.6,49.8,45.8
46037,1.4,0.7,0.7,0.5,-9.0,4.3,4.0
46039,37.8,35.3,34.8,0.7,-9.0,3.3,3.1
46041,-9.0,-9.0,0.1,-9.0,-9.0,3.5,2.5
46043,51.5,49.2,43.2,37.7,27.3,30.1,23.1
46045,66.9,70.4,55.0,56.9,49.5,40.5,33.2
46047,92.7,88.1,87.7,81.7,75.5,49.4,38.7
46049,1.9,0.3,0.1,-9.0,-9.0,13.6,22.1
46051,63.8,62.7,57.6,56.7,52.2,28.5,27.8
46053,108.0,127.1,98.5,79.6,65.1,62.4,60.0
46055,104.5,112.7,119.8,99.1,105.0,109.1,119.1
46057,-9.0,-9.0,-9.0,-9.0,-9.0,2.9,1.6
46059,2.8,1.6,0.3,0.7,-9.0,0.6,0.3
46061,-9.0,-9.0,-9.0,-9.0,-9.0,0.6,0.3
46063,-9.0,-9.0,-9.0,-9.0,-9.0,1.4,2.0
46065,120.3,109.4,98.0,84.7,67.1,42.2,39.6
46067,87.6,82.8,78.0,75.6,68.1,53.2,54.8
