FIPS,2014 DR,2015 DR,2016 DR,2017 DR,2018 DR,2019 DR,2020 DR
46069,-9.0,-9.0,-9.0,-9.0,-9.0,34.6,38.2
46071,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,8.8
46073,1.3,0.2,101.0,102.8,93.2,120.4,108.1
46075,-9.0,-9.0,-9.0,-9.0,-9.0,35.9,31.2
46077,32.7,19.1,52.2,46.0,40.0,27.4,23.9
46079,35.8,29.0,33.5,35.3,31.2,18.7,19.3
46081,93.8,86.6,79.4,69.4,60.6,31.2,31.7
46083,32.2,32.2,35.0,35.4,30.9,30.2,30.5
46085,21.6,18.0,11.0,10.2,10.0,6.4,4.0
46087,41.0,39.2,31.7,30.5,25.9,19.1,18.3
46089,45.3,45.1,6.7,0.2,0.1,2.6,4.4
46091,48.8,46.3,44.6,36.3,29.4,16.2,13.8
46093,14.3,15.0,13.9,12.8,10.9,9.3,6.9
46095,146.3,140.0,85.9,68.7,52.1,3.3,2.3
46097,33.6,35.8,30.5,27.7,24.9,5.9,4.0
46099,76.4,77.6,65.6,58.6,50.1,61.1,53.9
46101,29.1,0.9,37.2,32.6,26.5,12.4,14.6
46102,-9.0,-9.0,-9.0,-9.0,-9.0,4.1,3.0
46103,80.8,79.6,76.2,64.8,53.6,55.3,49.7
46105,41.8,46.4,47.2,49.7,46.7,8.7,53.1
46107,2.8,0.6,0.4,1.5,-9.0,7.3,4.5
46109,42.5,42.8,45.9,41.3,36.4,26.0,31.7
46111,-9.0,-9.0,-9.0,-9.0,-9.0,2.8,1.4
46115,2.6,3.1,2.4,1.0,0.1,9.2,7.9
46117,2.0,2.1,2.9,2.7,0.0,5.1,2.7
46119,-9.0,-9.0,-9.0,-9.0,-9.0,1.8,0.7
46121,14.6,-9.0,-9.0,-9.0,-9.0,10.1,7.4
46123,132.6,137.2,102.5,77.8,62.9,54.1,42.2
46125,30.0,18.3,32.5,29.4,31.0,12.5,11.7
46127,74.5,77.8,70.1,61.2,76.1,278.9,233.8
46129,84.1,109.5,101.7,90.0,75.3,30.7,31.8
46135,115.5,104.9,95.2,83.7,78.3,59.9,50.0
46137,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
47001,180.3,167.9,147.4,126.6,109.5,71.3,51.9
47003,124.2,111.1,101.5,94.2,80.8,38.8,31.2
47005,151.8,143.5,136.7,119.3,94.4,49.6,36.5
47007,86.2,87.8,83.6,72.9,68.4,58.0,57.5
47009,110.1,102.0,91.0,80.4,69.1,43.9,41.2
47011,148.9,141.3,129.9,115.3,102.0,97.0,93.9
47013,244.1,228.1,195.6,177.7,145.7,44.2,35.5
47015,121.1,108.2,101.9,96.4,63.1,23.2,21.5
47017,164.2,148.7,139.8,118.6,102.2,129.2,113.2
47019,119.2,113.2,109.5,98.9,88.7,34.3,32.9
47021,101.0,91.2,107.0,94.1,82.9,36.2,38.3
47023,111.3,105.0,100.6,93.7,81.0,54.2,43.5
47025,232.2,219.4,189.4,167.5,148.2,102.7,101.9
47027,185.9,189.0,189.9,192.2,157.6,36.9,32.5
47029,213.9,201.5,188.3,168.2,145.1,67.6,68.4
47031,192.9,175.5,169.5,157.1,138.3,150.2,138.1
47033,98.5,104.4,91.3,68.4,55.2,19.4,16.9
47035,153.6,145.4,129.3,116.8,102.2,59.5,40.6
47037,95.8,92.2,85.2,73.9,60.6,92.1,84.8
47039,185.7,166.8,164.1,136.2,122.2,57.0,68.8
47041,208.7,180.3,161.2,137.9,116.2,55.5,47.4
47043,160.2,147.0,138.8,119.2,97.7,83.5,61.4
47045,184.4,183.2,176.6,163.2,160.0,84.2,80.2
47047,79.5,76.0,72.0,65.5,57.7,34.3,31.9
47049,175.3,182.6,178.7,159.2,123.4,41.2,37.4
47051,131.4,127.1,119.8,104.7,92.3,64.1,52.0
47053,140.0,141.6,139.4,130.3,119.1,69.1,60.3
47055,158.6,146.9,130.2,114.0,99.8,39.7,43.7
47057,122.0,108.1,94.5,83.7,71.4,12.6,12.4
47059,144.0,134.8,124.3,111.3,96.3,59.6,60.2
47061,200.3,189.4,171.9,146.1,155.4,22.9,22.4
47063,199.9,180.4,163.2,144.3,122.9,118.4,124.7
47065,136.1,130.8,123.0,109.9,94.5,108.6,101.1
47067,173.0,148.5,124.7,107.1,104.9,79.2,74.9
47069,113.6,113.2,113.6,101.9,89.3,41.4,32.4
47071,169.5,161.1,153.5,145.2,130.3,108.7,123.0
47073,102.4,94.4,89.0,78.3,70.6,33.0,31.5
47075,86.1,85.7,86.6,78.8,63.0,25.1,25.7
47077,151.4,147.3,136.8,121.2,102.0,52.0,42.4
47079,203.8,196.1,188.7,167.0,141.7,72.8,70.5
47081,73.3,71.5,71.3,65.1,54.1,19.9,14.1
47083,152.9,149.9,148.7,138.7,110.4,37.5,57.8
47085,162.4,139.9,129.7,116.7,96.0,27.1,25.7
47087,25.1,66.4,63.3,47.6,36.7,9.8,7.7
47089,136.7,124.9,113.3,103.3,90.0,63.4,59.9
47091,137.4,120.6,106.6,90.0,76.9,38.0,35.0
47093,117.9,108.2,97.6,85.4,73.1,113.2,105.8
47095,96.9,83.8,79.4,64.4,64.5,10.4,11.3
47097,111.5,110.9,102.6,96.2,98.4,63.5,62.8
47099,162.6,151.8,143.2,129.1,111.2,57.1,37.0
47101,163.9,157.9,154.3,133.4,116.7,34.8,33.7
47103,122.3,111.5,105.6,96.2,84.9,29.0,28.4
47105,119.2,110.5,101.9,91.7,75.4,23.8,20.3
47107,185.0,178.1,157.3,133.9,113.6,70.2,58.0
47109,190.1,185.7,173.7,149.4,124.6,77.7,67.8
47111,139.6,130.7,130.0,114.8,87.6,19.4,15.7
47113,139.2,131.5,126.7,114.7,99.5,149.4,145.1
47115,113.5,109.4,102.7,86.3,70.5,27.5,29.2
47117,129.5,134.9,145.2,124.0,99.6,57.4,54.3
47119,155.9,146.1,134.9,114.8,97.5,110.2,91.4
47121,8.1,8.7,52.3,40.5,35.0,25.3,19.7
47123,172.8,163.8,147.3,137.1,122.5,59.2,54.9
47125,95.8,88.7,87.0,77.6,68.5,46.1,42.5
47127,31.6,26.9,22.3,18.6,6.2,8.0,15.9
47129,110.6,100.9,77.6,68.2,59.3,35.7,33.8
47131,118.7,101.0,99.5,95.5,94.1,91.2,91.0
47133,122.4,109.1,111.5,101.7,90.6,70.6,67.8
47135,112.7,97.0,99.1,101.1,85.9,100.6,99.6
47137,149.1,118.0,85.8,89.9,89.1,25.9,18.9
47139,37.0,44.5,53.8,118.2,102.4,29.3,26.6
47141,156.1,152.1,139.6,126.1,108.6,95.2,93.0
47143,174.6,168.5,157.5,138.5,122.7,41.8,30.7
47145,167.3,160.4,147.0,128.1,106.5,57.2,56.1
47147,146.3,138.8,126.8,116.5,103.8,42.6,44.5
47149,106.1,101.5,94.8,82.4,70.8,54.3,50.8
47151,121.7,136.8,169.4,155.2,123.8,88.4,77.4
47153,186.2,191.3,175.2,163.0,125.1,31.5,31.3
47155,144.3,125.9,114.9,99.5,85.8,61.7,43.0
47157,79.2,76.5,73.6,64.9,54.7,65.3,60.2
47159,172.8,154.6,133.0,107.8,95.4,94.2,51.7
47161,66.5,57.3,62.7,57.6,49.3,15.6,17.7
47163,189.7,178.2,165.0,145.7,125.1,143.4,126.4
47165,99.8,96.0,90.9,82.9,70.2,58.5,55.0
47167,102.0,105.5,112.2,101.9,86.7,45.2,42.9
47169,236.8,212.2,171.7,118.8,111.3,31.1,24.7
47171,153.3,146.4,145.1,134.1,120.0,62.5,62.0
47173,132.7,110.0,94.3,76.0,61.2,14.7,13.5
47175,9.8,9.0,8.7,10.6,0.1,7.0,2.0
47177,170.0,166.3,158.0,132.6,117.9,56.7,46.2
47179,121.0,116.0,108.5,96.0,84.1,136.5,140.1
47181,165.4,162.0,152.5,131.6,117.1,72.5,62.0
47183,130.0,130.6,128.3,116.4,105.9,89.3,85.9
47185,156.9,147.1,130.7,115.8,101.4,28.3,25.6
47187,62.2,60.6,57.6,50.8,44.4,57.9,52.4
47189,106.0,99.0,91.4,78.9,69.3,58.9,45.0
48001,99.8,88.4,68.5,60.4,54.3,39.4,36.4
48003,55.2,47.9,58.2,56.5,48.7,19.5,11.6
48005,122.2,105.4,93.2,87.8,80.7,64.0,58.3
48007,112.6,101.4,95.7,81.9,74.8,21.4,17.0
48009,-9.0,-9.0,-9.0,-9.0,-9.0,0.6,0.5
48011,1.8,-9.0,-9.0,-9.0,-9.0,8.5,20.3
48013,90.7,88.5,88.8,82.5,76.4,22.6,20.0
48015,53.1,55.3,52.5,52.0,45.1,26.2,20.3
48017,78.8,65.3,62.7,67.4,65.5,26.3,23.2
48019,44.8,38.5,33.3,37.9,34.7,10.1,9.6
48021,88.3,84.1,78.1,71.5,63.1,15.5,13.3
48023,72.6,58.6,49.0,61.4,60.1,36.8,33.8
48025,77.8,73.3,69.9,64.7,58.1,19.4,14.1
48027,68.3,58.6,53.4,48.5,42.6,58.7,53.8
48029,64.5,57.8,54.6,50.0,44.1,48.6,44.1
48031,17.1,17.1,18.3,16.7,13.7,7.4,7.0
48033,-9.0,-9.0,-9.0,-9.0,-9.0,1.3,-9.0
48035,36.1,38.5,39.2,35.5,34.3,11.4,13.9
48037,138.5,123.2,124.6,114.0,101.2,115.1,104.0
48039,71.1,63.8,62.3,57.8,52.9,28.8,27.9
48041,77.4,66.9,53.9,46.7,42.2,44.3,39.7
48043,82.5,69.2,70.1,64.4,64.1,23.3,20.2
48045,-9.0,-9.0,-9.0,-9.0,-9.0,0.3,0.2
48047,55.8,28.0,40.7,58.0,52.8,16.3,18.3
48049,139.7,130.0,120.4,117.7,110.3,65.8,59.7
48051,35.7,30.9,55.4,52.2,45.4,18.9,16.9
48053,114.7,103.3,96.3,87.2,71.0,19.1,13.9
48055,60.6,55.4,52.5,46.3,38.2,8.4,6.5
48057,115.8,99.7,101.1,95.3,88.8,34.0,29.8
48059,2.2,2.5,10.9,20.6,19.7,10.3,6.7
48061,33.1,29.4,28.5,25.6,22.6,23.4,22.3
48063,96.6,70.4,69.6,57.6,52.9,38.6,38.1
48065,2.3,2.5,3.7,3.5,0.1,1.4,2.7
48067,69.8,65.9,81.8,77.6,69.4,49.3,44.5
48069,2.4,1.6,1.1,1.0,-9.0,18.5,9.7
48071,5.5,14.5,34.2,32.0,29.8,10.5,8.2
48073,66.6,51.0,72.0,61.6,58.5,31.1,28.5
48075,185.8,175.1,177.3,149.3,129.0,70.7,63.9
48077,-9.0,-9.0,-9.0,-9.0,-9.0,20.3,12.6
48079,-9.0,-9.0,-9.0,-9.0,-9.0,33.9,17.6
48081,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48083,5.4,4.3,68.3,69.1,62.7,20.8,14.3
48085,61.9,57.9,56.2,50.5,45.4,31.1,29.7
48087,-9.0,-9.0,-9.0,-9.0,-9.0,8.7,14.2
48089,77.3,66.2,60.5,48.0,39.5,23.8,22.0
48091,83.4,77.1,74.4,68.5,62.0,37.1,32.6
48093,92.5,73.3,78.8,71.8,67.9,51.0,52.1
48095,-9.0,-9.0,-9.0,-9.0,-9.0,10.3,1.1
48097,105.9,93.0,91.9,83.5,76.3,33.8,31.5
48099,75.3,69.6,63.9,59.1,54.1,16.7,14.3
48101,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48103,81.1,57.7,63.2,72.1,66.9,20.4,14.6
48105,49.7,52.8,47.2,45.8,41.8,28.9,26.6
48107,2.5,1.7,2.0,1.8,0.0,19.5,17.4
48109,-9.0,-9.0,-9.0,-9.0,-9.0,86.7,71.9
48111,84.7,75.4,73.7,62.2,56.4,26.9,19.4
48113,59.8,52.5,50.6,45.1,40.3,50.8,45.9
48115,65.9,60.9,58.2,58.8,53.2,12.0,9.1
48117,51.8,47.2,40.3,34.3,31.0,6.4,4.9
48119,3.8,3.4,22.9,-9.0,-9.0,22.4,4.2
48121,66.9,61.1,59.2,53.2,47.9,33.7,30.7
48123,52.3,48.6,51.2,45.3,42.9,36.7,34.8
48125,6.7,5.8,7.4,6.8,-9.0,0.1,-9.0
48127,102.9,96.4,94.8,102.5,74.3,13.1,6.0
48129,3.0,4.2,3.8,2.0,0.1,0.6,0.4
48131,14.9,15.0,10.5,9.3,4.2,2.7,3.1
48133,70.7,66.1,71.8,78.2,70.3,14.6,14.5
48135,92.4,77.5,70.7,66.6,61.6,52.9,41.2
48137,-9.0,-9.0,-9.0,-9.0,-9.0,3.3,0.6
48139,81.0,75.1,74.0,66.4,58.4,32.0,30.8
48141,39.6,37.4,37.5,33.9,30.6,30.9,27.0
48143,85.7,76.3,70.5,67.4,62.0,36.5,35.2
48145,74.6,59.0,61.7,57.2,50.1,28.3,27.4
48147,67.7,62.7,61.5,55.7,49.8,19.6,18.4
48149,71.7,66.7,60.3,58.9,56.0,65.1,63.2
48151,7.9,6.8,4.7,5.3,0.1,3.1,3.1
48153,25.9,3.5,3.2,2.4,-9.0,27.0,28.6
48155,59.3,62.0,58.7,51.5,30.9,55.9,51.7
48157,44.2,40.9,39.2,35.2,32.1,21.5,20.7
48159,75.8,68.0,73.8,69.9,59.7,28.8,28.3
48161,3.9,3.3,29.1,26.3,30.9,18.0,12.1
48163,48.7,44.4,43.6,39.5,35.9,7.9,9.4
48165,62.3,52.3,50.8,46.0,39.7,24.5,10.7
48167,92.4,78.9,75.4,69.0,64.6,45.9,41.2
48169,2.0,1.7,1.6,0.5,-9.0,4.0,2.0
48171,88.7,77.9,76.4,72.9,68.8,49.9,72.0
48173,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48175,32.7,26.1,22.7,19.8,18.1,5.3,4.7
48177,61.6,56.2,53.3,48.2,47.8,17.0,13.7
48179,131.5,115.1,109.4,101.5,87.7,77.2,67.8
48181,133.2,112.7,104.5,94.3,85.5,72.1,64.4
48183,178.5,138.7,132.9,123.9,120.6,114.5,105.0
48185,23.4,19.5,28.1,25.2,20.8,10.1,9.4
48187,51.7,47.1,47.7,44.6,41.9,20.6,18.9
48189,71.5,69.5,65.5,58.0,56.0,34.9,29.2
48191,7.1,3.7,3.8,2.4,-9.0,13.9,15.9
48193,7.7,5.1,30.0,48.4,41.1,46.9,49.8
48195,1.5,1.6,0.5,0.0,-9.0,8.4,5.9
48197,85.9,75.3,77.7,74.6,79.4,47.3,37.7
48199,110.4,98.2,97.3,89.0,86.3,21.2,16.7
48201,55.1,48.3,46.2,41.4,37.9,42.5,37.8
48203,78.0,69.8,72.0,62.8,60.3,40.7,36.2
48205,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48207,9.3,18.9,8.6,6.3,-9.0,7.2,4.9
48209,67.1,60.5,58.4,51.7,46.1,26.1,22.2
48211,4.2,2.7,3.1,2.0,-9.0,2.6,1.5
48213,93.6,84.1,80.5,75.1,69.2,35.2,33.3
48215,30.1,29.5,27.8,25.3,22.7,20.1,17.3
48217,95.4,80.2,61.9,58.3,54.3,36.2,34.6
48219,91.2,82.7,78.9,72.6,67.6,34.6,27.7
48221,136.4,125.3,119.4,107.6,99.8,56.8,56.8
48223,112.6,97.5,92.7,83.0,77.0,44.7,42.1
48225,26.0,22.0,47.5,41.3,40.9,13.7,13.2
48227,71.9,59.6,65.6,62.6,59.5,22.8,19.2
48229,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48231,107.5,93.3,90.5,83.2,73.2,32.9,29.3
48233,85.6,78.2,81.5,73.8,67.4,32.4,32.4
48235,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48237,4.9,1.9,2.1,1.3,0.0,12.3,8.5
48239,35.0,29.6,33.2,31.7,18.7,18.2,16.5
48241,76.8,67.4,67.3,56.5,49.7,28.3,27.4
48243,-9.0,-9.0,-9.0,-9.0,-9.0,43.3,42.8
48245,102.0,93.1,85.5,77.4,71.0,78.7,70.3
48247,3.3,1.6,34.6,24.6,19.2,0.0,-9.0
48249,92.9,83.4,79.7,75.4,72.4,44.0,44.0
48251,92.7,90.9,90.9,84.4,76.1,40.5,37.3
48253,34.2,30.3,30.2,29.9,24.8,10.9,10.8
48255,76.4,66.4,58.0,54.3,43.6,24.1,23.2
48257,88.3,79.9,76.3,69.9,65.5,24.3,20.7
48259,76.6,71.4,65.4,59.0,53.4,28.8,29.5
48261,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48263,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48265,99.0,85.2,80.6,76.1,74.8,43.2,39.4
48267,74.5,67.6,59.8,55.1,50.4,24.4,18.9
48269,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48271,2.5,2.1,26.8,21.9,18.3,1.2,1.6
48273,73.9,71.5,65.8,59.9,56.7,26.2,23.6
48275,-9.0,-9.0,-9.0,-9.0,-9.0,33.7,26.4
48277,169.1,158.6,151.0,138.0,129.5,63.6,68.2
48279,52.6,49.3,2.5,2.6,0.0,16.2,14.5
48281,34.4,31.7,63.1,59.2,51.6,19.9,15.9
48283,0.5,0.4,0.4,0.2,-9.0,12.5,8.0
48285,57.9,50.7,56.6,51.1,46.4,12.7,12.4
48287,24.5,19.6,50.5,45.7,39.7,11.4,11.0
48289,4.3,3.3,39.8,39.5,36.1,6.2,7.8
48291,118.3,101.9,90.9,82.3,76.2,32.8,28.8
48293,107.2,93.9,86.2,85.5,90.2,36.2,25.9
48295,-9.0,-9.0,-9.0,-9.0,-9.0,0.1,0.1
48297,21.4,21.1,18.0,13.8,10.3,3.3,5.3
48299,83.4,71.2,62.7,56.5,52.9,25.2,20.8
48301,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48303,94.2,83.7,84.2,77.8,70.1,95.0,85.7
48305,2.4,1.5,1.3,0.9,0.0,10.6,11.9
48307,76.1,63.4,55.2,53.2,38.3,20.3,17.6
48309,89.8,77.0,75.4,70.5,63.2,51.0,48.9
48311,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48313,51.8,45.5,73.9,71.5,63.0,21.6,23.2
48315,2.8,1.6,1.6,1.6,0.0,8.8,9.8
48317,3.8,2.2,40.2,40.4,33.8,22.0,24.5
48319,6.5,4.2,44.5,38.5,41.7,0.4,2.5
48321,80.1,70.8,66.0,60.8,60.6,35.8,30.0
48323,31.3,29.1,28.4,27.3,25.1,10.5,9.5
48325,44.0,43.7,44.1,42.0,36.4,20.1,15.0
48327,-9.0,-9.0,-9.0,-9.0,-9.0,1.6,1.6
48329,81.0,66.7,58.7,53.3,47.1,29.8,21.3
48331,81.3,63.8,67.7,61.1,54.8,21.8,24.1
48333,-9.0,-9.0,-9.0,-9.0,-9.0,7.1,7.6
48335,3.1,2.7,55.2,51.8,46.3,51.9,52.7
48337,92.2,83.1,82.1,72.9,68.5,37.2,39.0
48339,75.5,66.5,60.6,55.2,50.6,46.2,37.5
48341,66.2,58.6,55.3,51.3,51.8,36.5,33.5
48343,102.2,103.6,80.6,76.2,73.9,12.4,12.8
48345,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48347,119.6,103.4,86.0,81.4,73.2,60.6,54.1
48349,86.2,78.4,72.9,66.4,61.2,26.6,23.7
48351,2.9,1.7,34.5,25.2,20.5,8.4,7.1
48353,147.0,127.4,118.8,81.9,65.7,27.9,25.0
48355,92.1,83.4,80.2,70.2,64.0,76.8,70.0
48357,80.2,39.7,46.1,53.1,48.9,23.0,21.0
48359,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48361,127.3,119.2,113.4,94.2,88.6,52.8,52.4
48363,130.6,116.8,108.6,94.8,86.8,30.5,25.6
48365,83.7,82.4,81.4,75.5,72.1,26.6,21.2
48367,81.1,75.8,73.3,65.1,57.9,34.3,27.4
48369,2.6,1.8,1.1,0.9,0.0,20.4,19.8
48371,44.5,37.5,37.9,35.1,33.5,20.6,18.8
48373,120.5,106.7,101.1,90.8,84.3,31.1,27.2
48375,89.3,78.1,76.1,72.2,65.1,105.3,102.8
48377,-9.0,-9.0,-9.0,3.3,6.3,7.5,5.8
48379,75.8,74.4,68.6,61.9,54.3,1.4,1.5
48381,84.9,76.1,73.9,68.5,62.7,31.4,26.8
48383,-9.0,0.4,25.6,25.1,21.0,2.7,1.6
48385,-9.0,-9.0,-9.0,-9.0,-9.0,1.5,1.4
48387,6.0,3.5,47.9,57.1,55.1,74.1,82.2
48389,91.0,75.9,63.8,57.3,54.6,34.8,31.8
48391,3.2,1.7,1.7,1.5,0.0,11.2,9.6
48393,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
48395,6.0,4.0,28.6,24.8,21.7,7.8,5.7
48397,78.7,69.4,74.6,70.1,63.3,50.2,42.2
48399,61.8,54.7,70.6,68.6,58.5,29.1,35.6
48401,68.1,53.2,49.0,44.1,43.2,18.7,18.9
48403,7.0,3.9,54.7,44.6,33.9,23.1,29.0
48405,7.0,4.2,74.7,64.5,65.8,35.2,28.5
48407,1.9,1.1,19.1,17.1,20.0,1.2,3.4
48409,80.1,80.6,86.4,80.5,71.5,34.2,27.6
48411,77.8,2.8,49.5,42.2,0.6,6.5,5.6
48413,-9.0,-9.0,-9.0,-9.0,-9.0,18.9,22.8
48415,106.6,90.8,84.5,80.8,73.0,17.1,15.5
48417,-9.0,-9.0,-9.0,-9.0,-9.0,2.8,2.9
48419,89.7,58.7,69.1,64.6,58.4,18.2,18.9
48421,31.2,1.3,1.4,1.1,-9.0,0.6,0.3
48423,107.9,95.2,88.6,81.2,73.2,103.7,99.5
48425,8.6,5.9,5.8,5.1,0.0,46.9,45.7
48427,32.7,32.2,34.6,33.1,29.3,26.7,25.6
48429,128.1,119.2,103.5,95.1,83.1,22.5,18.6
48431,-9.0,-9.0,-9.0,-9.0,-9.0,4.0,1.1
48433,4.9,3.8,2.5,2.6,-9.0,1.9,2.4
48435,6.5,5.1,3.1,2.7,0.1,16.6,15.0
48437,3.0,2.3,2.3,9.1,-9.0,7.6,6.5
48439,76.0,68.8,66.7,60.0,53.7,50.5,45.1
48441,130.7,114.8,107.0,97.4,89.0,90.6,72.7
48443,-9.0,-9.0,-9.0,-9.0,-9.0,81.1,72.3
48445,63.4,53.4,86.8,78.3,69.0,17.8,20.5
48447,-9.0,-9.0,-9.0,-9.0,-9.0,23.4,18.5
48449,106.0,90.5,84.6,74.9,69.7,46.4,49.4
48451,92.4,80.1,75.1,70.8,66.3,53.6,46.6
48453,61.1,55.5,51.2,45.1,39.5,44.1,39.1
48455,57.5,42.0,60.0,56.1,43.4,18.5,20.5
48457,32.0,22.9,52.4,51.3,48.6,9.5,9.8
48459,26.1,22.2,19.0,17.8,17.0,11.9,7.7
48461,1.9,1.9,1.4,1.6,0.1,6.3,3.7
48463,76.9,72.1,73.1,70.5,63.1,27.5,23.6
48465,42.5,39.5,38.6,35.5,32.5,23.3,21.1
48467,88.3,81.7,78.5,69.8,64.3,24.4,18.2
48469,121.1,103.9,98.7,93.2,84.5,70.6,67.5
48471,87.0,76.9,58.9,57.3,55.0,27.0,25.6
48473,7.3,5.4,12.8,11.7,9.8,4.3,4.4
48475,73.4,71.4,57.8,51.2,46.3,31.6,32.5
48477,90.5,88.0,75.5,69.9,65.1,29.3,29.2
48479,30.2,29.0,27.2,24.7,21.3,18.8,16.2
48481,76.8,69.3,63.5,59.4,57.1,34.5,31.5
48483,47.7,45.6,39.1,32.3,20.0,9.1,4.3
48485,119.1,107.5,105.2,96.8,89.6,83.7,78.2
48487,167.2,152.5,147.6,135.8,122.0,50.7,49.6
48489,53.8,47.2,28.9,32.4,31.8,19.8,16.2
48491,70.6,64.9,62.2,56.6,50.5,32.3,29.2
48493,56.3,59.8,58.6,54.4,50.7,16.2,12.1
48495,87.1,59.6,56.5,47.3,44.1,10.1,8.2
48497,68.9,63.0,63.6,62.0,57.1,39.4,45.0
48499,115.9,97.5,94.8,90.2,81.1,33.8,29.2
48501,8.7,7.1,6.5,7.6,0.1,15.1,15.8
48503,112.6,103.3,99.0,92.2,88.9,43.9,37.7
48505,2.2,14.2,23.7,20.6,17.7,3.8,3.8
48507,5.0,0.9,0.7,0.6,0.0,1.7,2.6
49001,91.8,98.1,93.9,91.6,75.7,77.2,73.3
49003,85.5,81.9,80.1,73.2,66.6,31.9,31.1
49005,66.7,61.2,54.5,49.6,44.6,37.0,34.7
49007,188.9,183.1,176.0,153.7,147.2,137.8,125.9
49009,-9.0,-9.0,-9.0,-9.0,-9.0,1.5,0.9
49011,72.9,68.7,66.7,62.5,57.0,46.8,45.5
49013,54.1,51.2,57.7,58.6,56.9,48.4,46.6
49015,97.4,96.7,45.2,79.8,78.3,32.4,31.7
49017,92.7,86.8,87.1,84.1,70.2,57.6,56.4
49019,108.4,95.4,83.3,79.5,73.3,57.0,46.5
49021,105.0,110.9,103.9,91.5,81.2,53.1,53.6
49023,96.9,95.9,81.2,75.9,71.3,42.8,37.1
49025,130.4,149.4,106.8,104.6,93.2,56.7,46.7
49027,69.0,70.1,58.0,64.5,55.6,32.6,27.9
49029,60.8,62.0,57.8,37.6,32.8,32.3,22.8
49031,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
49033,44.0,31.2,29.4,29.1,28.1,10.3,7.4
49035,80.2,75.0,70.5,63.0,55.6,58.4,53.6
49037,23.5,19.2,16.3,16.2,14.2,17.2,14.8
49039,95.5,86.8,95.7,85.2,78.0,43.8,38.3
49041,130.2,124.3,112.8,107.9,99.8,77.0,72.7
49043,69.9,65.8,61.2,51.4,44.6,53.9,41.9
49045,81.5,72.8,70.3,63.9,52.8,24.6,20.7
49047,82.8,71.3,66.9,60.5,51.4,36.2,36.3
49049,64.5,61.2,58.7,53.0,47.4,41.3,40.1
49051,79.6,75.0,68.9,58.5,51.2,21.7,20.3
49053,96.1,91.6,89.0,79.5,72.8,71.9,67.2
49055,-9.0,-9.0,-9.0,-9.0,-9.0,26.9,18.8
49057,90.7,86.9,83.2,76.3,69.8,58.4,58.8
50001,27.2,43.8,51.0,41.1,36.8,24.4,24.8
50003,83.4,81.8,72.4,62.2,52.4,43.6,41.3
50005,45.7,63.1,62.3,54.3,45.1,31.8,25.7
50007,43.6,50.0,48.7,41.5,35.2,42.5,41.6
50009,0.1,10.8,12.6,0.5,-9.0,42.4,38.7
50011,58.0,83.7,85.7,79.1,68.8,37.2,32.4
50013,13.3,18.4,18.4,14.9,12.9,12.9,12.7
50015,34.7,57.7,57.4,56.3,50.7,36.9,36.2
50017,22.1,42.8,42.9,34.0,24.9,23.3,21.4
50019,31.7,60.5,62.5,60.2,53.8,39.9,38.3
50021,88.9,84.8,79.8,65.2,52.2,44.4,41.3
50023,38.9,58.0,57.8,51.8,44.8,35.9,32.1
50025,77.9,74.9,72.8,59.5,50.5,39.4,35.0
50027,50.0,48.5,41.7,30.6,25.7,26.2,26.8
51001,70.5,64.8,60.7,51.0,33.9,19.4,19.4
51003,65.0,61.7,59.1,48.3,40.3,46.3,37.0
51005,90.4,85.7,86.8,70.2,66.3,62.6,50.1
51007,54.2,52.3,48.1,36.8,29.8,2.7,1.7
51009,90.4,83.0,75.0,62.7,56.8,30.3,32.3
51011,146.2,138.6,125.0,97.8,86.0,40.5,17.0
51013,28.0,26.1,24.4,20.5,18.1,35.1,31.1
51015,33.3,29.1,19.7,15.8,11.9,45.0,43.2
51017,8.7,6.2,1.4,1.2,-9.0,15.8,17.3
51019,50.0,46.8,44.9,38.3,32.8,18.1,17.1
51021,71.1,81.0,66.8,54.5,42.9,90.8,84.1
51023,46.3,41.9,39.6,35.3,31.5,12.2,11.9
51025,29.0,25.6,23.9,17.3,12.6,6.2,6.9
51027,84.7,88.0,131.0,138.6,113.6,66.7,71.4
51029,2.7,2.1,2.1,1.8,0.0,6.5,4.4
